user_id,anime_id,rating
5399,263,9
65703,24405,7
43376,99,8
36384,10087,10
11123,368,7
1020,21881,10
30715,492,6
40344,11771,10
25114,962,9
59879,83,6
70699,4382,5
53748,30,10
58104,389,10
12760,223,7
49408,423,8
40267,31338,5
58999,24893,8
27445,1132,8
19077,4752,-1
21825,23317,-1
32091,1535,10
18724,9760,10
45875,4477,10
50815,2993,6
16935,9934,-1
23469,31904,7
56960,6127,6
35199,195,7
18310,9124,-1
63686,13561,8
4241,14527,7
25652,239,9
67359,47,6
17643,19815,8
46822,28825,-1
67764,857,9
10908,2131,9
41349,16742,6
58400,788,7
34970,5958,5
20170,395,10
6822,5690,9
39238,20787,7
17491,356,6
22437,15437,7
29220,3785,10
16527,4155,-1
73190,205,8
46254,6372,8
25374,8630,7
61294,1698,9
25020,71,7
58077,6372,9
10762,902,-1
46418,8525,8
29174,68,9
54190,6547,8
49480,48,8
63214,6547,9
71896,26057,7
62147,16051,7
17739,9760,8
51290,2904,9
66142,343,5
60721,920,7
29794,1978,6
31649,27633,10
36465,30205,6
22798,1566,8
51888,5150,-1
4130,13599,7
60846,1117,-1
5163,3572,7
57346,9919,8
57189,31098,7
71807,5909,6
25528,7512,-1
65193,17265,-1
64165,5680,6
67117,6045,8
32538,19151,-1
8058,461,5
33000,12967,7
51807,91,8
72774,9919,9
6918,3927,7
51205,6205,-1
3117,3958,6
49020,272,8
29593,1887,-1
40754,10521,8
5204,5569,1
43553,2904,9
26415,16762,4
56887,11069,9
42194,4472,9
30556,2904,10
48643,8675,9
2675,18507,-1
45075,6880,-1
62922,3210,8
59060,430,8
28594,457,10
10444,873,9
31356,4214,10
16081,857,-1
26655,12255,7
14743,8861,10
39759,457,7
25715,66,7
10989,12175,7
6970,502,5
53986,3772,5
64843,28121,7
41585,397,9
53176,3958,5
30317,6171,9
3193,23199,10
52536,3087,7
45408,6512,7
37243,13939,6
68267,6712,9
31428,1817,-1
64806,6880,-1
24489,1368,8
73340,23317,10
30641,30,10
21266,4565,5
37551,22535,8
60358,696,7
34260,15225,-1
60904,4224,-1
49936,1195,8
71573,25157,8
68667,8675,7
34695,7472,-1
52175,3038,6
58763,2605,8
29738,12565,-1
46388,50,7
46445,7088,9
54748,1222,10
73100,30276,-1
50711,10110,7
52078,450,-1
30508,18045,7
23519,1089,8
804,2952,10
68223,13601,8
51134,9760,8
64524,5114,8
27355,15315,-1
32610,4059,10
4174,79,8
62649,1594,10
31395,7791,8
10819,22687,7
54811,529,6
1484,18139,6
20515,12929,5
13931,21339,8
6242,4081,9
51775,227,-1
19199,13655,8
31588,32438,-1
71434,403,6
52881,3455,8
31335,10155,7
48776,16742,-1
45536,1311,-1
17604,270,8
34364,178,6
39624,17157,7
13512,27831,-1
68447,2966,-1
39021,223,10
361,100,7
70585,9130,10
8145,7396,7
27240,8424,-1
22104,512,8
22738,5365,9
35656,33028,8
39580,7590,10
29435,15109,8
13042,1482,9
63357,10495,6
62759,2251,6
26756,2963,-1
52991,8297,-1
2459,26023,-1
14300,3588,10
42744,4038,-1
60189,28171,-1
41455,1723,10
44293,21327,5
18259,395,4
48845,478,5
39433,972,6
30946,2593,7
28585,4581,7
50644,522,9
46476,6372,-1
43217,24415,8
36575,8950,-1
1531,8525,9
5942,223,6
32202,164,-1
61674,6,7
41368,6479,9
71717,16894,-1
16066,11179,9
18940,11079,10
51582,941,8
27121,11633,8
58662,7062,8
55147,165,-1
28007,21939,9
59198,1402,5
51699,31711,5
40694,10165,9
17990,3457,7
20314,23383,8
49596,1731,7
27381,8888,8
25788,44,10
11284,4618,8
70177,30123,-1
22737,15059,9
6649,10793,8
57620,9893,10
37444,10110,8
30148,249,10
56971,10681,7
44945,23079,6
36149,28297,9
73135,25375,1
58755,2993,6
40733,2952,-1
46800,777,-1
62074,18897,7
17479,11665,9
58972,205,7
3773,2246,-1
31137,14749,8
37660,395,6
15531,523,8
70250,16498,10
34031,25397,7
765,448,10
24683,1562,9
37996,9926,8
33747,2581,6
68293,5065,4
24860,895,-1
15386,4224,9
37870,227,7
54539,1164,7
29950,9314,8
13859,2235,5
21631,995,10
61915,356,10
48817,905,-1
25538,5040,10
49918,207,-1
54007,2332,-1
56449,25157,9
56899,7712,7
64951,30240,9
52594,762,5
65477,31848,7
73173,766,-1
52697,7647,10
70097,16592,9
71870,777,10
26361,6573,-1
6618,18229,5
11875,12365,9
66641,17641,8
21782,24833,8
51379,1517,8
7172,3091,9
59953,6291,-1
65345,1559,9
64214,30187,9
47935,1279,7
61413,20787,9
63527,24037,9
27219,16157,6
58437,1943,10
60676,18893,7
16706,10622,7
1201,11617,-1
5296,8630,8
14404,565,6
17836,31964,8
36749,16067,8
24301,1722,7
37737,13055,-1
14067,431,10
36038,6045,8
47765,11633,7
39231,985,6
39693,7054,8
25850,25519,9
65266,195,8
567,31181,8
39185,1416,5
72685,8074,8
18579,12671,9
1487,11577,8
50135,2966,10
63169,7817,6
60135,24231,8
16369,31163,8
24197,13659,9
10761,3299,6
5826,11741,7
58245,6,8
68885,23273,9
49322,405,7
30654,6573,7
34784,10408,9
27419,11597,7
32032,8634,8
41370,1858,-1
6162,3229,10
50405,43,6
539,572,10
35066,11757,7
7143,2167,8
12940,10719,8
14430,9331,10
69520,28121,-1
26963,1965,-1
30501,11701,10
60204,5258,-1
2188,15809,8
69377,31240,8
60477,2602,6
39548,11887,8
53528,4081,7
50459,3927,7
61221,4069,7
26762,12531,8
19083,7590,-1
41390,164,10
53440,1535,7
68203,857,9
20290,8876,6
2459,11111,-1
65855,182,8
47919,9252,10
67983,68,8
51207,199,8
60330,8795,10
11740,1347,6
27850,1691,7
40829,249,10
40100,1120,-1
59175,411,8
20515,527,6
26416,241,-1
72021,857,7
48937,226,9
6158,14515,7
57895,72,8
62590,9253,-1
125,7674,8
61973,10721,7
47542,245,7
53372,552,6
10419,32438,8
65287,5277,-1
72845,12115,9
21628,14719,-1
35599,1292,8
2873,5719,10
18579,2448,10
35494,2129,6
64073,1195,9
43516,1506,7
50272,2129,8
2698,6987,7
34707,5,7
68017,5530,-1
25792,154,-1
53525,4975,6
38186,10379,10
30315,10999,8
71467,121,8
49708,227,8
4930,57,10
17261,371,10
20814,9117,7
57059,123,-1
28159,26055,9
30843,20847,9
40109,889,9
11034,2889,-1
70553,25681,9
26836,469,7
27073,21177,9
58701,240,9
65520,452,-1
18071,14833,-1
58969,27655,6
47935,11285,6
23851,6974,9
24182,30,10
38135,20847,6
4937,6166,7
66411,17725,-1
48278,17725,8
646,11021,8
23247,18231,4
36102,23281,9
31185,11783,-1
3998,20507,9
58226,3759,4
67151,4789,8
46458,10719,7
52052,2236,10
7175,61,5
71780,24455,7
26960,401,10
53817,10020,7
48248,10396,9
2547,25099,-1
61631,405,7
45296,31240,8
72710,7769,10
49209,15225,-1
7524,1535,10
39316,11741,10
30193,10357,9
49192,3390,8
68796,435,9
44913,2167,6
53061,10519,7
34688,12549,-1
5852,6127,5
20403,4898,6
30483,606,9
19602,857,7
57534,15583,8
53241,20021,-1
8984,6919,-1
32155,895,8
56816,10800,8
37243,5081,9
43468,10863,8
51674,2167,7
11243,7054,8
69488,15451,9
47686,885,9
2484,3449,-1
45314,15951,10
33229,2014,-1
67390,8440,8
23197,14513,5
2535,30346,8
35989,13601,9
1456,17831,7
66492,641,8
26415,14967,7
23435,5680,10
51138,20583,9
69507,9041,-1
6420,205,6
47042,6205,4
66728,1953,6
46715,18195,-1
40614,16005,-1
57447,789,6
10266,2236,8
47974,1689,9
48065,11771,-1
10850,226,8
8287,356,9
42188,23333,8
1358,11111,10
23026,5802,6
50272,18277,8
30533,449,-1
36740,12549,6
54930,3965,9
10462,71,9
51068,645,7
52220,507,7
29945,11757,-1
1829,43,7
31883,19369,8
57655,5204,6
57580,6547,8
68682,1689,-1
33394,21563,-1
44891,10568,7
51618,52,8
7988,4999,5
57040,22199,10
46687,11617,9
45124,10012,8
22578,732,8
54524,322,10
58081,121,8
29848,3033,10
27885,28999,8
49245,146,6
44692,19815,8
45071,813,7
63932,11741,9
22070,32282,9
3228,30276,10
59325,6377,-1
44647,866,10
8006,7669,6
34849,8888,6
67904,2904,8
35145,14467,-1
29977,813,-1
68246,565,8
38369,10582,4
24407,2025,8
37444,13663,9
25257,210,7
50100,11771,10
24468,252,7
34552,31964,8
19322,14131,7
22246,13759,-1
11560,12549,7
59341,14813,6
28287,6594,9
16725,2167,10
35444,16890,10
17585,14467,7
6708,13125,10
52994,5041,6
37946,10161,8
29120,893,-1
5451,529,-1
23026,6880,9
21265,18679,10
58940,3759,8
46092,13403,10
72055,9756,9
46217,71,7
47326,2904,-1
24602,2034,9
50804,9693,6
43618,121,8
55094,31389,-1
62559,22043,10
24414,157,-1
40577,6747,7
46597,9330,-1
1946,3588,5
2643,21033,8
64854,31173,7
6209,1074,6
35015,17549,8
28707,10110,9
59363,343,7
24197,31,9
24772,14353,9
41261,4752,7
533,5682,9
57209,4760,5
33863,16700,5
43626,24133,7
11431,6609,9
70952,18397,6
50403,21419,5
24422,4558,5
36415,6151,8
15698,10152,7
40474,195,8
45405,2167,8
12110,1686,-1
68299,665,9
30394,186,-1
6786,134,8
54084,1119,-1
44136,3225,-1
6509,7627,-1
20593,14353,8
71655,8676,8
47975,10620,8
30670,11843,7
8227,53,4
71114,7465,7
69469,71,8
10627,267,7
30565,2508,8
29272,15809,8
7780,3299,10
27278,8888,9
62865,2251,9
52708,2154,8
51001,1303,10
43572,13667,8
514,8425,10
50809,1698,10
270,1571,-1
5634,998,-1
72814,10572,7
1069,15879,9
23678,2798,9
72385,3588,9
7824,25013,7
12614,6205,5
23676,166,-1
37199,11757,8
39769,18153,7
6340,47,7
34241,1519,8
36172,12549,9
29189,9745,-1
40547,10110,9
28154,247,7
41878,2787,8
67700,8074,-1
25047,5262,7
13420,9170,5
17119,12365,9
37186,10357,10
60599,16592,-1
49879,319,8
52708,12321,7
34116,10020,6
11633,150,9
50842,9907,7
25328,5060,6
15991,9289,-1
5680,6974,-1
10283,1506,-1
55952,14813,9
6149,877,9
12408,15933,-1
25600,60,9
1354,5530,8
1348,874,10
28656,578,8
5868,572,6
46419,6880,3
24924,2031,-1
19614,7858,8
6384,1556,6
31027,5152,4
49874,322,8
59204,223,9
22760,33964,-1
63135,31904,6
71821,9515,-1
53465,18617,9
30199,192,-1
33515,901,-1
1907,135,8
52192,18397,8
53948,5680,-1
23678,4164,6
4345,10030,8
2894,22777,9
17534,1303,-1
744,14397,9
538,8841,7
35273,10793,9
26512,31772,-1
11472,98,8
55501,6884,-1
60017,8740,10
38729,12113,-1
61445,12355,10
10619,1536,7
41863,22507,8
49820,16067,9
68988,32802,4
71792,20767,9
45784,3457,8
51964,1043,4
53852,11763,7
41607,6127,7
57979,1571,10
12907,2889,10
48692,232,-1
58439,2361,-1
59131,98,-1
66543,761,7
33286,18397,6
30043,790,8
69596,259,8
32734,15689,9
57735,120,10
55584,4382,5
27488,390,-1
32866,821,10
17165,4672,8
2368,5902,8
25819,48,6
21796,462,9
54801,22297,9
36957,5530,7
38788,4814,9
50776,25859,8
11325,190,-1
43963,147,-1
50747,5220,-1
44715,2596,7
72337,5681,8
1494,1575,8
40506,3782,9
22052,31621,-1
52458,227,8
59114,135,7
27364,30437,-1
40809,1889,7
16199,21809,6
47579,1043,7
31027,31756,6
1791,10357,10
41785,12611,7
46968,8525,-1
30872,1535,-1
19790,2001,8
12504,240,-1
33715,16592,8
26695,2923,-1
70210,11061,10
59590,10030,8
41889,877,10
18998,3615,-1
26593,10714,8
41931,18055,8
35408,11743,-1
18581,47,7
65813,291,-1
52864,122,9
57160,11933,8
55423,30,8
53424,849,9
48468,288,7
63218,20745,7
9242,23289,9
48316,26443,5
33506,9253,8
65237,9989,9
28458,374,5
24693,6548,-1
66831,2602,9
13698,488,7
16739,14345,7
72767,5593,7
21165,60,-1
51327,10893,8
66268,245,9
43445,10721,7
57914,1696,10
3469,5081,10
50366,154,4
4365,17341,-1
22325,9253,10
54420,200,8
5445,5040,8
53624,2924,8
39836,12031,8
11335,4722,8
56078,13659,8
68539,7817,8
2188,431,10
55616,5507,7
69786,20555,-1
9877,3702,10
24540,30307,9
31570,22319,9
9426,2904,10
53141,9656,-1
15181,33221,8
28521,2910,7
44835,14199,8
14224,22729,8
53123,1568,8
66684,12549,6
50025,208,9
49169,1195,10
52776,889,7
8688,27601,7
14228,11359,8
19443,10620,-1
4064,23945,6
4516,877,-1
62235,789,6
19082,11757,8
17913,189,8
70302,8074,7
59115,100,9
26313,23327,-1
48795,10793,10
70225,11771,9
20512,269,10
31081,1142,8
54773,5356,5
31279,31442,8
37237,5040,9
7773,2030,6
22378,11111,9
16255,419,9
26803,1889,9
30138,19207,7
19893,16706,7
13609,30307,8
39396,28497,-1
19056,6609,8
25361,5355,-1
48915,13599,-1
6469,1292,5
9181,6573,9
67185,6213,10
61695,869,-1
19828,19319,-1
51710,395,9
27669,147,8
52445,2167,10
38197,11079,7
65634,1506,8
29062,10687,8
34095,13663,8
21435,2167,8
21232,29786,7
25822,7817,7
43851,6213,8
5784,123,6
58937,2198,7
53176,10232,8
71699,849,9
38122,9919,-1
66967,5682,9
59313,2167,8
35280,16680,6
46134,12883,8
68454,20977,6
72527,450,-1
17872,530,5
50468,8057,10
50056,897,-1
32068,16035,7
35044,9756,-1
26410,3268,9
69492,19815,9
17696,25015,8
29766,1815,7
29272,19191,7
58054,3457,8
59537,16982,6
23247,905,7
64714,6547,10
68770,23327,9
11966,16417,6
44226,1,9
51919,23199,-1
43388,4866,4
60021,20,10
26410,23309,6
26837,3407,7
69931,23233,-1
26555,684,7
49969,26,7
69216,1313,9
55035,4744,7
13088,1195,5
69136,18115,9
58463,694,-1
11560,1096,10
9854,16498,7
17560,23233,9
61204,2937,6
11608,19685,8
23218,32282,9
35689,11757,7
9828,30355,8
49987,393,-1
50785,121,7
41228,28999,8
66392,59,7
68552,3841,8
28786,11759,8
29455,10798,8
40092,22145,7
58200,323,10
25036,79,10
12266,10547,9
38557,813,10
44568,6956,-1
70574,1535,10
22224,149,-1
29873,18677,-1
567,27633,8
36537,11597,8
49915,2924,10
73362,512,9
70476,1571,8
31614,8525,8
40751,1535,9
3830,31043,10
39694,5984,10
5732,26349,8
66755,5341,6
57170,1887,9
14762,13125,10
1907,199,10
23193,31952,7
55055,5060,10
51010,123,-1
60623,891,8
66103,1210,-1
3062,4654,5
5672,12549,6
38620,9656,8
52412,205,8
25409,8518,7
73138,2476,-1
24294,985,9
60144,368,10
72911,19383,7
72533,22535,-1
32145,442,6
6058,881,10
14709,11757,8
567,265,9
20748,3091,1
68391,10067,7
4314,16498,8
39571,901,4
28196,23321,8
39468,154,8
51991,8769,8
35010,30276,8
41279,8516,8
3161,11285,6
53721,513,9
22125,987,5
51788,1492,-1
14962,16742,7
27290,31,7
23475,2167,9
73234,8536,7
67319,793,7
1170,174,8
49496,18507,7
50341,12893,-1
43179,263,7
17821,14199,-1
51077,10156,8
22753,459,6
67145,74,10
22574,8525,9
45325,16782,8
1048,4177,-1
59858,6211,8
69964,12591,7
36920,22535,8
48325,6512,6
30461,10620,10
64070,8424,7
70002,24833,8
52018,16774,7
19340,12175,10
60487,9023,4
25002,32,-1
57512,2124,7
43751,21185,8
47908,853,10
68351,7193,6
28306,9347,10
45924,3667,-1
2851,894,7
28627,9735,10
5623,2034,9
5060,193,-1
42417,22535,10
10619,16782,8
44567,227,7
61114,1840,10
8308,27663,8
71518,4654,7
23756,9513,8
14387,12711,8
20398,1240,9
62517,14349,7
7438,1575,-1
66327,5079,7
60978,11701,7
59468,25,8
65012,2993,6
44661,8861,10
7929,4872,8
47103,268,9
24924,7559,-1
56496,20507,8
5504,24475,6
4565,12461,9
10434,3841,8
20713,5342,-1
68853,20021,-1
19278,9515,6
53715,2685,-1
4285,12365,10
12650,8630,8
11635,813,8
29878,26349,8
71097,7817,7
29491,24151,6
226,855,7
31775,10029,9
11448,6114,8
57589,14751,10
50766,293,6
17203,6746,-1
53797,460,8
59761,2985,8
61938,13125,8
17099,448,9
34432,2132,9
58446,1190,7
41258,1818,9
11027,4654,7
40341,1575,10
8095,1448,8
15667,10588,10
69731,563,-1
15013,10620,5
72250,14813,10
16015,11837,7
25996,21431,3
31320,16870,10
4987,7322,7
226,4999,8
44225,2025,10
41256,5114,10
40694,10521,8
52399,2047,8
58379,121,9
62116,1842,9
10485,23623,7
24462,6880,7
58659,120,9
48058,3085,7
49503,1239,7
44637,16592,-1
40007,5277,-1
30518,17505,7
7610,3702,8
58813,2569,-1
62914,24151,8
7345,441,7
39214,28025,-1
7510,16201,5
34303,50,9
61344,5678,10
23628,11499,8
2377,16528,8
25679,1535,7
67256,4760,9
48031,1118,7
67246,12445,9
65754,1889,8
27550,850,7
25660,8676,9
30597,237,7
39771,5205,9
71531,856,-1
26928,189,6
29916,8917,7
47858,2131,4
16577,19,-1
64081,3782,8
24483,2472,7
47997,4722,9
67736,2001,10
71819,3759,-1
6686,2947,7
33450,25681,-1
68633,6187,8
68522,23273,8
49024,467,8
72926,24765,-1
33708,7695,-1
18642,10087,-1
14679,9999,7
42790,4884,10
61640,3667,9
27050,12467,8
38229,32,8
16889,6030,6
39396,18671,-1
30398,6747,-1
52773,13655,7
30599,1815,2
71670,23289,10
10230,1535,7
42253,2236,-1
39415,325,9
67417,30,9
54034,104,7
4826,486,-1
69320,20,8
7824,1474,8
44444,248,-1
23319,10620,6
12402,384,6
43711,23273,-1
5693,449,9
45383,1575,10
35529,1184,7
43317,26243,9
63747,28439,10
10425,2685,10
41970,12355,10
11646,120,10
43436,120,-1
30887,2236,-1
41655,387,7
17994,12967,4
11352,4382,6
58720,241,-1
58869,14289,-1
8107,28999,7
52333,1569,8
28036,16868,-1
5134,3121,7
15441,467,9
53162,337,5
72825,28999,-1
7711,5630,5
22543,762,-1
17020,11933,10
39149,145,8
49307,713,-1
22855,3503,10
39974,15431,7
70548,2904,10
59385,46,10
54946,649,-1
63992,30895,7
41114,23283,10
46386,28431,7
39488,18139,-1
34456,28907,8
66569,8423,9
200,279,9
4826,19685,-1
819,60,8
50599,495,6
22905,1887,9
59482,239,9
49785,20787,7
8506,5114,-1
30672,5530,6
13364,20743,-1
18935,7724,6
72562,23775,-1
28252,30503,7
16260,502,8
58842,567,6
2810,442,7
32867,8769,-1
21760,3785,-1
72133,5719,7
63109,174,6
53057,10737,7
5287,817,7
53333,5079,7
40871,431,-1
39551,28825,9
25324,395,8
25891,30187,-1
25065,199,8
4831,6783,6
25538,10162,10
19846,317,8
33516,32595,-1
51239,30831,9
61509,1498,7
31050,15451,-1
16041,14833,8
32814,31559,7
60114,11227,5
45442,4725,9
66952,2986,9
15181,32094,7
22274,1117,10
24945,392,6
39506,65,8
26235,15379,6
26370,13759,9
53246,2581,9
65303,12823,7
32236,270,7
57674,10495,7
54456,225,5
18364,11757,8
65496,4473,7
62635,20785,9
36116,14345,-1
69604,18497,8
51495,149,7
13887,22297,9
35682,31790,6
67758,5310,7
4865,3503,7
60463,2025,8
44668,22319,8
70585,21797,9
72566,2251,9
68114,72,-1
49787,512,7
23904,18095,7
71222,93,8
1058,19221,10
38949,10012,7
33911,21405,-1
20105,14967,-1
18455,24781,-1
52377,4059,9
11867,20045,3
57845,969,7
41216,900,-1
63095,25159,6
71239,22961,8
20896,10578,7
19540,17513,5
16427,770,7
848,6127,9
43696,578,10
47163,975,-1
51746,5150,8
28221,2418,7
67030,14397,7
6984,160,7
28731,12669,8
36543,10490,7
6509,202,-1
29093,6547,9
28865,16890,7
36111,5042,9
50789,2476,9
47077,9617,6
67976,468,7
40547,17895,9
8820,857,10
25889,24873,5
73317,15085,6
41517,10209,7
25996,31637,7
68394,2593,8
618,1726,5
72172,460,7
69514,127,-1
39396,4938,-1
4561,14075,7
1570,20423,9
47057,853,-1
16273,710,8
2188,45,7
60365,13325,7
27058,3848,8
38963,67,-1
26373,199,10
69591,6213,-1
42259,28819,-1
40230,12695,10
35036,18119,-1
51915,185,6
21598,31704,-1
46674,24,9
53808,6182,7
48019,12893,9
28036,14663,-1
40717,4224,-1
61189,1994,4
1847,10793,8
22394,412,8
68227,174,-1
29646,31964,8
48118,16417,8
40831,18277,9
45156,16405,8
18668,22535,9
57581,20785,7
41606,11759,9
62151,24439,5
60206,1827,9
70967,10793,7
57253,11979,-1
20533,1370,-1
24281,7,-1
37221,20507,9
42449,1575,9
58135,5114,10
22154,6922,8
61533,226,10
47501,3731,5
71735,5356,-1
72088,6213,6
28040,10030,10
26024,543,10
22706,351,4
72940,849,10
17440,80,8
20542,12189,8
36703,6045,8
38078,4224,9
55668,17729,8
26259,1807,7
7827,1022,-1
40536,11837,6
485,535,9
40876,10620,-1
29241,3652,7
11019,2899,8
35421,24781,9
7996,15809,10
14337,22687,2
59643,5947,7
58517,4192,7
67660,853,9
35671,14741,9
27587,11577,7
15299,4744,5
55173,4814,8
18231,855,10
17068,532,9
28104,9922,-1
21347,270,9
23259,28819,7
5950,17643,-1
16765,11597,9
63686,10020,8
54116,241,7
31305,6702,-1
55313,1589,-1
27820,10793,6
20797,853,-1
15746,17827,7
43435,14719,6
8636,29101,10
27415,934,10
47657,5028,8
8473,2904,9
43993,10397,8
21296,1015,9
93,13055,6
53744,3091,8
23465,161,4
38333,30240,-1
40430,10578,8
35429,4181,-1
28746,6862,5
40819,813,-1
13710,21881,9
44349,6633,7
28527,6793,8
57531,1732,4
59352,507,6
65836,32485,6
15955,9989,10
68956,11757,8
15374,8532,-1
1289,891,6
2873,17895,10
48559,597,7
26143,27525,-1
6006,5118,7
34213,431,-1
4459,2251,-1
25502,761,4
54011,249,7
32799,1210,7
66309,20,7
72769,6211,-1
16823,591,5
32376,777,8
50110,31706,-1
34364,8525,8
6055,12231,9
58343,14765,-1
21108,2001,-1
11462,27,8
36828,6377,10
4991,512,9
30062,11021,10
61841,13599,9
54234,1074,7
15236,14289,7
35717,31978,8
61696,24,6
66247,8074,-1
29701,3270,-1
36545,1559,-1
48766,23837,-1
38333,22265,-1
59922,1519,9
54483,376,7
61688,1034,8
16362,182,7
42760,25157,8
6569,24175,6
19228,15809,-1
7042,1361,7
7446,417,7
51664,10798,9
27847,6347,7
9243,9213,7
51252,3731,8
51938,578,7
22636,6880,7
35523,419,-1
73103,10030,10
12164,22319,9
3391,6922,-1
60938,11843,8
47456,16706,8
6779,1866,5
57196,779,7
15398,10260,-1
19898,2983,-1
23153,10161,10
63102,13125,5
72794,10080,-1
66185,4999,7
73353,226,9
7954,464,8
30822,9367,-1
26951,6811,9
3291,18245,8
7520,10357,7
33345,11887,8
1062,10790,4
46256,28155,6
46561,14467,10
5868,4722,10
33269,5909,7
68290,22535,-1
16580,11771,7
2586,65,9
16077,18153,7
8161,7,9
73234,7375,7
73495,57,8
40902,437,7
8048,73,6
65729,2766,7
3193,294,7
60889,1889,-1
31656,15583,-1
54452,10163,6
8425,17909,-1
72281,23321,6
14099,23289,9
69421,25835,-1
14580,6675,-1
61061,13599,6
48204,121,7
27779,32093,8
8494,978,-1
4988,3015,-1
51143,46,-1
12834,10087,-1
47888,3352,10
53698,4842,5
38106,17082,5
57918,2025,10
54698,411,8
56288,11553,9
21832,801,8
7648,32182,9
31251,11977,-1
51141,4066,6
36372,2859,10
38670,8937,7
56815,269,9
59245,6610,7
49412,1066,6
24515,1366,9
65125,17895,8
22869,2923,5
45772,1011,-1
53409,355,9
17281,4081,-1
21595,6115,7
42985,4063,8
58631,4814,8
62346,7724,-1
23968,1818,8
15120,26443,5
71964,1699,10
14752,14353,8
10253,450,-1
5262,27,7
16742,10572,8
46279,1686,-1
70844,3455,8
51397,2594,9
28067,2106,6
44035,31326,-1
4468,3655,6
32691,9756,10
72953,14289,7
18700,5530,8
54320,11785,-1
14875,199,8
69426,2251,6
52669,8516,6
50720,855,9
2472,18893,-1
59758,2944,4
56738,2899,8
687,4835,-1
23972,2952,9
23157,891,7
68477,30187,7
68315,13843,7
14642,6547,10
21867,28725,9
22376,886,6
47177,30544,-1
71250,18689,8
7850,6203,6
953,225,-1
13642,4181,10
51719,209,7
9544,28121,9
27544,14467,6
6801,3210,6
63391,123,7
66211,241,5
55319,30709,8
5120,4999,9
42719,30321,8
51693,16508,5
68333,30276,-1
16950,59,8
55313,4725,9
43044,4059,9
7887,889,8
17113,7674,8
67979,228,-1
6869,21031,5
56919,199,8
10365,71,10
45089,22729,7
72826,1210,10
36099,15583,9
30777,464,8
27251,6547,9
55745,20507,-1
54964,1535,9
22461,66,8
54868,3225,9
54727,24629,8
72846,23269,10
48602,120,10
65309,4437,8
4025,16498,6
45818,11617,-1
14700,9000,-1
56339,9479,10
12461,3784,-1
7729,934,10
31394,28121,6
43053,33241,8
58439,1010,-1
39880,6773,7
26469,19,10
26025,8795,7
9578,61,-1
34678,16668,-1
38240,20431,9
35417,412,-1
67301,2428,6
51164,31964,-1
41990,30714,-1
11273,9756,10
